prod_id,description,prod_type,qty_avail
prod0415,"Desk; size: M, color: gold, finish: resin",livingroom,8
prod0416,"Bar stool; size: XL, color: white, finish: oil",livingroom,17
prod0417,"Stand; size: M, color: red, finish: resin",kitchen,11
prod0418,"TV stand; size: L, color: red, finish: resin",kitchen,16
prod0419,"Bed frame; size: XL, color: red, finish: varnish",bedroom,28
prod0420,"Dresser; size: L, color: white, finish: resin",livingroom,2
prod0421,"End table; size: L, color: brown, finish: gold",bedroom,24
prod0422,"TV stand; size: L, color: gold, finish: silver",livingroom,11
prod0423,"TV stand; size: L, color: blue, finish: resin",kitchen,25
prod0424,"L-shaped sofa; size: XL, color: purple, finish: resin",bedroom,19
prod0425,"Sofa; size: S, color: red, finish: varnish",bedroom,0
prod0426,"Book shelf; size: S, color: green, finish: bare",livingroom,15
prod0427,"End table; size: L, color: blue, finish: oil",kitchen,1
prod0428,"Dresser; size: S, color: silver, finish: varnish",kitchen,24
prod0429,"Desk; size: XL, color: brown, finish: oil",kitchen,5
prod0430,"Sofa; size: L, color: bronze, finish: wood",bedroom,0
prod0431,"End table; size: M, color: blue, finish: varnish",livingroom,21
prod0432,"Coffee table; size: XL, color: blue, finish: diamonds",livingroom,12
prod0433,"Bed frame; size: S, color: silver, finish: lacquer",kitchen,0
prod0434,"Stool; size: M, color: silver, finish: chrome",kitchen,3
prod0435,"Sofa; size: L, color: black, finish: silver",livingroom,16
prod0436,"End table; size: XL, color: blue, finish: varnish",livingroom,27
prod0437,"TV stand; size: XL, color: red, finish: oil",bedroom,20
prod0438,"TV stand; size: XL, color: green, finish: lacquer",livingroom,1
prod0439,"Coffee table; size: S, color: gold, finish: lacquer",kitchen,11
prod0440,"Bar stool; size: L, color: brown, finish: gold",kitchen,17
prod0441,"TV stand; size: M, color: gold, finish: wood",bedroom,0
prod0442,"Stand; size: S, color: silver, finish: gold",kitchen,4
prod0443,"TV stand; size: M, color: purple, finish: platinum",kitchen,6
prod0444,"Desk; size: M, color: silver, finish: oil",bedroom,10
prod0445,"End table; size: S, color: blue, finish: bare",bedroom,9
prod0446,"Bed frame; size: L, color: green, finish: silver",kitchen,20
prod0447,"Dining table; size: L, color: purple, finish: diamonds",kitchen,20
prod0448,"TV stand; size: S, color: silver, finish: diamonds",livingroom,0
prod0449,"Coffee table; size: L, color: black, finish: gold",bedroom,16
prod0450,"End table; size: L, color: purple, finish: gold",kitchen,1
prod0451,"Bed frame; size: L, color: blue, finish: lacquer",bedroom,3
prod0452,"Coffee table; size: XL, color: silver, finish: platinum",kitchen,17
prod0453,"End table; size: S, color: brown, finish: gold",bedroom,9
prod0454,"End table; size: M, color: silver, finish: resin",livingroom,9
prod0455,"Stand; size: XL, color: silver, finish: oil",livingroom,6
prod0456,"Book shelf; size: M, color: brown, finish: paint",livingroom,2
prod0457,"TV stand; size: M, color: black, finish: oil",livingroom,0
prod0458,"Stool; size: S, color: red, finish: lacquer",kitchen,7
prod0459,"Book shelf; size: XL, color: black, finish: bare",livingroom,22
prod0460,"Desk; size: L, color: brown, finish: lacquer",livingroom,28
prod0461,"End table; size: M, color: bronze, finish: diamonds",kitchen,24
prod0462,"Desk; size: M, color: blue, finish: gold",bedroom,12
prod0463,"Dresser; size: XL, color: purple, finish: resin",kitchen,14
prod0464,"Stool; size: S, color: white, finish: silver",livingroom,9
prod0465,"Bar stool; size: M, color: gold, finish: silver",bedroom,24
prod0466,"Stand; size: M, color: green, finish: bare",livingroom,8
prod0467,"Desk; size: L, color: white, finish: wood",kitchen,24
prod0468,"Bed frame; size: XL, color: white, finish: platinum",kitchen,14
prod0469,"Dresser; size: L, color: brown, finish: varnish",livingroom,26
prod0470,"End table; size: S, color: blue, finish: varnish",livingroom,16
prod0471,"L-shaped sofa; size: S, color: purple, finish: paint",bedroom,17
prod0472,"End table; size: L, color: black, finish: gold",kitchen,16
prod0473,"Stool; size: S, color: silver, finish: lacquer",kitchen,1
prod0474,"Bar stool; size: M, color: blue, finish: platinum",bedroom,10
prod0475,"Book shelf; size: XL, color: blue, finish: chrome",kitchen,7
prod0476,"Book shelf; size: M, color: bronze, finish: platinum",bedroom,4
prod0477,"Stool; size: M, color: green, finish: varnish",bedroom,5
prod0478,"Book shelf; size: S, color: silver, finish: oil",bedroom,16
prod0479,"Coffee table; size: XL, color: brown, finish: varnish",livingroom,9
prod0480,"Coffee table; size: L, color: white, finish: varnish",bedroom,8
prod0481,"L-shaped sofa; size: M, color: bronze, finish: wood",livingroom,10
prod0482,"TV stand; size: M, color: green, finish: silver",livingroom,1
prod0483,"Bed frame; size: XL, color: bronze, finish: silver",kitchen,19
prod0484,"Bed frame; size: XL, color: red, finish: gold",livingroom,15
prod0485,"Dining table; size: XL, color: white, finish: bare",bedroom,26
prod0486,"TV stand; size: L, color: bronze, finish: silver",livingroom,5
prod0487,"Stand; size: L, color: green, finish: oil",kitchen,4
prod0488,"Book shelf; size: S, color: red, finish: gold",bedroom,4
prod0489,"End table; size: S, color: green, finish: wood",bedroom,15
prod0490,"Sofa; size: M, color: silver, finish: platinum",bedroom,27
prod0491,"Stand; size: L, color: white, finish: paint",livingroom,28
prod0492,"Stand; size: M, color: bronze, finish: resin",livingroom,17
prod0493,"L-shaped sofa; size: XL, color: blue, finish: varnish",kitchen,14
prod0494,"End table; size: L, color: silver, finish: varnish",kitchen,11
prod0495,"Stand; size: XL, color: green, finish: gold",kitchen,24
prod0496,"Stool; size: S, color: red, finish: bare",kitchen,1
prod0497,"Book shelf; size: M, color: gold, finish: lacquer",bedroom,17
prod0498,"Coffee table; size: L, color: black, finish: resin",kitchen,5
prod0499,"Book shelf; size: L, color: green, finish: resin",bedroom,6
prod0500,"Book shelf; size: S, color: purple, finish: bare",bedroom,29
prod0501,"Dresser; size: XL, color: blue, finish: chrome",bedroom,5
prod0502,"Sofa; size: M, color: silver, finish: resin",kitchen,12
prod0503,"Dresser; size: XL, color: silver, finish: chrome",bedroom,21
prod0504,"Coffee table; size: S, color: gold, finish: varnish",livingroom,1
prod0505,"Book shelf; size: XL, color: white, finish: resin",bedroom,24
prod0506,"Book shelf; size: M, color: red, finish: bare",bedroom,17
prod0507,"Book shelf; size: L, color: purple, finish: bare",kitchen,13
prod0508,"TV stand; size: XL, color: gold, finish: gold",kitchen,1
prod0509,"Book shelf; size: S, color: black, finish: resin",bedroom,11
prod0510,"Dining table; size: S, color: brown, finish: resin",kitchen,6
prod0511,"Desk; size: M, color: gold, finish: bare",kitchen,11
prod0512,"TV stand; size: S, color: black, finish: gold",livingroom,4
prod0513,"Dresser; size: S, color: bronze, finish: platinum",kitchen,27
prod0514,"Bed frame; size: S, color: silver, finish: bare",livingroom,11
prod0515,"Stool; size: M, color: black, finish: paint",kitchen,13
prod0516,"Bed frame; size: L, color: white, finish: wood",bedroom,3
prod0517,"Sofa; size: S, color: gold, finish: silver",kitchen,5
prod0518,"Dining table; size: M, color: red, finish: silver",kitchen,11
prod0519,"Coffee table; size: M, color: blue, finish: bare",bedroom,18
prod0520,"Sofa; size: XL, color: silver, finish: wood",bedroom,2
prod0521,"Bar stool; size: S, color: gold, finish: gold",livingroom,16
prod0522,"Dresser; size: L, color: red, finish: silver",kitchen,11
prod0523,"Coffee table; size: XL, color: gold, finish: varnish",bedroom,19
prod0524,"Dining table; size: XL, color: gold, finish: wood",kitchen,27
prod0525,"Coffee table; size: L, color: green, finish: wood",livingroom,4
prod0526,"Dining table; size: S, color: purple, finish: resin",livingroom,23
prod0527,"Stand; size: M, color: brown, finish: varnish",kitchen,3
prod0528,"End table; size: L, color: blue, finish: paint",bedroom,10
prod0529,"Stool; size: XL, color: white, finish: wood",livingroom,19
prod0530,"Dining table; size: L, color: brown, finish: gold",kitchen,23
prod0531,"Sofa; size: M, color: white, finish: silver",kitchen,13
prod0532,"L-shaped sofa; size: S, color: gold, finish: paint",livingroom,7
prod0533,"Stool; size: S, color: gold, finish: varnish",livingroom,16
prod0534,"Book shelf; size: L, color: green, finish: gold",livingroom,9
prod0535,"Dresser; size: M, color: green, finish: lacquer",bedroom,11
prod0536,"Dining table; size: L, color: bronze, finish: paint",bedroom,4
prod0537,"Sofa; size: S, color: silver, finish: diamonds",kitchen,17
prod0538,"Coffee table; size: XL, color: purple, finish: platinum",livingroom,18
prod0539,"End table; size: S, color: green, finish: bare",livingroom,6
prod0540,"Stand; size: XL, color: red, finish: diamonds",livingroom,9
prod0541,"Bar stool; size: M, color: black, finish: silver",livingroom,15
prod0542,"Stool; size: M, color: bronze, finish: resin",livingroom,19
prod0543,"TV stand; size: L, color: red, finish: varnish",kitchen,5
prod0544,"Desk; size: L, color: black, finish: bare",livingroom,8
prod0545,"Sofa; size: S, color: purple, finish: chrome",bedroom,4
prod0546,"End table; size: S, color: white, finish: diamonds",bedroom,9
prod0547,"L-shaped sofa; size: XL, color: blue, finish: varnish",kitchen,0
prod0548,"Dresser; size: S, color: gold, finish: silver",kitchen,25
prod0549,"L-shaped sofa; size: XL, color: green, finish: lacquer",livingroom,20
prod0550,"L-shaped sofa; size: S, color: green, finish: resin",bedroom,14
prod0551,"Stool; size: XL, color: green, finish: paint",bedroom,19
prod0552,"End table; size: L, color: gold, finish: varnish",bedroom,12
prod0553,"End table; size: L, color: purple, finish: lacquer",livingroom,12
prod0554,"Stand; size: M, color: blue, finish: gold",bedroom,5
prod0555,"Bed frame; size: S, color: purple, finish: varnish",bedroom,2
prod0556,"Stool; size: XL, color: brown, finish: paint",kitchen,22
prod0557,"TV stand; size: S, color: red, finish: diamonds",livingroom,26
prod0558,"Stand; size: M, color: purple, finish: platinum",livingroom,24
prod0559,"Bed frame; size: L, color: bronze, finish: bare",bedroom,21
prod0560,"Coffee table; size: M, color: brown, finish: bare",bedroom,23
prod0561,"Bed frame; size: XL, color: red, finish: silver",bedroom,27
prod0562,"Dining table; size: S, color: black, finish: platinum",bedroom,17
prod0563,"Dining table; size: S, color: green, finish: resin",bedroom,29
prod0564,"Bar stool; size: M, color: black, finish: varnish",kitchen,12
prod0565,"End table; size: L, color: green, finish: wood",kitchen,15
prod0566,"Coffee table; size: M, color: blue, finish: diamonds",kitchen,21
prod0567,"Sofa; size: XL, color: silver, finish: gold",bedroom,15
prod0568,"End table; size: XL, color: brown, finish: silver",kitchen,26
prod0569,"Coffee table; size: XL, color: white, finish: paint",bedroom,17
prod0570,"Bar stool; size: L, color: blue, finish: diamonds",kitchen,9
prod0571,"Desk; size: S, color: green, finish: lacquer",livingroom,25
prod0572,"Stand; size: L, color: black, finish: varnish",livingroom,15
prod0573,"TV stand; size: XL, color: purple, finish: resin",bedroom,2
prod0574,"Stool; size: S, color: red, finish: bare",bedroom,28
prod0575,"End table; size: S, color: blue, finish: paint",bedroom,13
prod0576,"Book shelf; size: S, color: gold, finish: resin",kitchen,11
prod0577,"Sofa; size: S, color: red, finish: lacquer",livingroom,21
prod0578,"Desk; size: S, color: silver, finish: lacquer",kitchen,19
prod0579,"Dining table; size: S, color: black, finish: wood",livingroom,0
prod0580,"Bar stool; size: XL, color: green, finish: paint",kitchen,26
prod0581,"L-shaped sofa; size: S, color: green, finish: chrome",kitchen,21
prod0582,"TV stand; size: L, color: bronze, finish: diamonds",kitchen,16
prod0583,"TV stand; size: L, color: purple, finish: chrome",bedroom,13
prod0584,"Dresser; size: L, color: blue, finish: chrome",bedroom,24
prod0585,"Coffee table; size: S, color: silver, finish: gold",kitchen,15
prod0586,"Stand; size: S, color: blue, finish: silver",bedroom,0
prod0587,"Coffee table; size: L, color: brown, finish: oil",kitchen,15
prod0588,"Bar stool; size: M, color: green, finish: silver",bedroom,26
prod0589,"Sofa; size: XL, color: purple, finish: wood",bedroom,28
prod0590,"L-shaped sofa; size: M, color: bronze, finish: paint",bedroom,17
prod0591,"Dresser; size: S, color: bronze, finish: lacquer",kitchen,20
prod0592,"Sofa; size: XL, color: gold, finish: bare",livingroom,18
prod0593,"TV stand; size: M, color: gold, finish: bare",kitchen,15
prod0594,"Dining table; size: M, color: gold, finish: platinum",livingroom,27
prod0595,"Stand; size: L, color: red, finish: varnish",kitchen,9
prod0596,"Bar stool; size: M, color: silver, finish: gold",kitchen,29
prod0597,"Dresser; size: L, color: purple, finish: gold",livingroom,28
prod0598,"Stool; size: S, color: green, finish: diamonds",bedroom,18
prod0599,"Bed frame; size: XL, color: silver, finish: diamonds",kitchen,13
prod0600,"Bed frame; size: L, color: blue, finish: gold",livingroom,13
prod0601,"End table; size: L, color: purple, finish: bare",livingroom,17
prod0602,"Dining table; size: L, color: red, finish: silver",livingroom,13
prod0603,"Desk; size: XL, color: red, finish: lacquer",livingroom,17
prod0604,"Coffee table; size: S, color: bronze, finish: silver",bedroom,21
prod0605,"Stool; size: L, color: blue, finish: resin",kitchen,23
prod0606,"Stool; size: M, color: black, finish: platinum",kitchen,2
prod0607,"Coffee table; size: M, color: purple, finish: gold",livingroom,17
prod0608,"Dresser; size: S, color: black, finish: lacquer",livingroom,24
prod0609,"Dining table; size: XL, color: purple, finish: bare",livingroom,13
prod0610,"End table; size: L, color: blue, finish: platinum",bedroom,19
prod0611,"TV stand; size: S, color: brown, finish: varnish",kitchen,27
prod0612,"Dresser; size: M, color: white, finish: platinum",kitchen,21
prod0613,"Bed frame; size: S, color: purple, finish: chrome",kitchen,17
prod0614,"Sofa; size: S, color: bronze, finish: varnish",livingroom,29
prod0615,"Sofa; size: L, color: white, finish: paint",livingroom,25
prod0616,"Dresser; size: M, color: black, finish: gold",kitchen,27
prod0617,"Coffee table; size: S, color: silver, finish: paint",kitchen,13
prod0618,"Sofa; size: XL, color: red, finish: lacquer",bedroom,17
prod0619,"L-shaped sofa; size: L, color: silver, finish: wood",kitchen,13
prod0620,"TV stand; size: M, color: brown, finish: diamonds",kitchen,28
prod0621,"Bed frame; size: M, color: white, finish: gold",kitchen,2
prod0622,"Stool; size: XL, color: purple, finish: paint",kitchen,21
prod0623,"End table; size: S, color: white, finish: bare",bedroom,26
prod0624,"Dining table; size: M, color: white, finish: paint",bedroom,3
prod0625,"Bar stool; size: S, color: red, finish: paint",kitchen,27
prod0626,"Dining table; size: L, color: silver, finish: chrome",bedroom,3
prod0627,"Dresser; size: S, color: white, finish: lacquer",kitchen,14
prod0628,"End table; size: L, color: red, finish: chrome",kitchen,14
prod0629,"Stand; size: XL, color: brown, finish: varnish",livingroom,20
prod0630,"End table; size: M, color: red, finish: chrome",bedroom,12
prod0631,"Dining table; size: S, color: silver, finish: wood",livingroom,8
prod0632,"Dresser; size: XL, color: bronze, finish: oil",livingroom,18
prod0633,"End table; size: L, color: silver, finish: paint",kitchen,8
prod0634,"TV stand; size: S, color: bronze, finish: resin",livingroom,4
prod0635,"TV stand; size: S, color: gold, finish: gold",bedroom,22
prod0636,"Bar stool; size: L, color: brown, finish: silver",kitchen,10
prod0637,"Bar stool; size: L, color: blue, finish: paint",bedroom,1
prod0638,"Dresser; size: S, color: purple, finish: lacquer",livingroom,28
prod0639,"Sofa; size: M, color: brown, finish: oil",livingroom,4
prod0640,"Bar stool; size: L, color: bronze, finish: silver",bedroom,23
prod0641,"TV stand; size: XL, color: bronze, finish: chrome",kitchen,10
prod0642,"TV stand; size: XL, color: silver, finish: platinum",bedroom,24
prod0643,"Book shelf; size: XL, color: white, finish: varnish",bedroom,2
prod0644,"Coffee table; size: XL, color: white, finish: varnish",kitchen,10
prod0645,"Stool; size: M, color: green, finish: diamonds",bedroom,3
prod0646,"Desk; size: M, color: purple, finish: paint",livingroom,25
prod0647,"Coffee table; size: S, color: silver, finish: paint",livingroom,3
prod0648,"Bed frame; size: S, color: gold, finish: resin",bedroom,11
prod0649,"Book shelf; size: M, color: green, finish: resin",bedroom,28
prod0650,"End table; size: M, color: silver, finish: chrome",kitchen,4
prod0651,"End table; size: M, color: blue, finish: paint",bedroom,27
prod0652,"Coffee table; size: L, color: black, finish: bare",bedroom,18
prod0653,"Coffee table; size: L, color: silver, finish: oil",livingroom,14
prod0654,"Coffee table; size: S, color: red, finish: resin",livingroom,12
prod0655,"TV stand; size: S, color: bronze, finish: bare",kitchen,6
prod0656,"End table; size: L, color: white, finish: chrome",kitchen,3
prod0657,"Bar stool; size: XL, color: white, finish: wood",kitchen,2
prod0658,"Book shelf; size: S, color: green, finish: platinum",bedroom,29
prod0659,"Bar stool; size: M, color: brown, finish: diamonds",bedroom,2
prod0660,"Dresser; size: M, color: red, finish: resin",kitchen,16
prod0661,"End table; size: M, color: white, finish: varnish",kitchen,3
prod0662,"Stand; size: XL, color: brown, finish: bare",bedroom,18
prod0663,"Coffee table; size: L, color: black, finish: platinum",livingroom,23
prod0664,"Dining table; size: S, color: gold, finish: platinum",livingroom,14
prod0665,"Desk; size: S, color: green, finish: varnish",bedroom,22
prod0666,"Bar stool; size: L, color: purple, finish: varnish",livingroom,3
prod0667,"L-shaped sofa; size: XL, color: white, finish: resin",bedroom,4
prod0668,"End table; size: L, color: gold, finish: platinum",livingroom,20
prod0669,"End table; size: L, color: gold, finish: silver",bedroom,6
prod0670,"L-shaped sofa; size: S, color: gold, finish: varnish",livingroom,0
prod0671,"Bed frame; size: XL, color: silver, finish: lacquer",bedroom,12
prod0672,"Coffee table; size: L, color: silver, finish: silver",kitchen,18
prod0673,"Book shelf; size: L, color: green, finish: gold",bedroom,25
prod0674,"Bed frame; size: S, color: black, finish: varnish",livingroom,26
prod0675,"TV stand; size: S, color: blue, finish: lacquer",livingroom,8
prod0676,"Bed frame; size: XL, color: black, finish: chrome",livingroom,21
prod0677,"Stand; size: S, color: bronze, finish: lacquer",bedroom,2
prod0678,"L-shaped sofa; size: XL, color: bronze, finish: resin",bedroom,25
prod0679,"Sofa; size: S, color: silver, finish: silver",bedroom,14
prod0680,"Bed frame; size: S, color: brown, finish: platinum",livingroom,3
prod0681,"End table; size: L, color: silver, finish: silver",livingroom,13
prod0682,"Coffee table; size: XL, color: white, finish: paint",bedroom,21
prod0683,"Stand; size: S, color: purple, finish: platinum",kitchen,11
prod0684,"Desk; size: S, color: bronze, finish: lacquer",livingroom,17
prod0685,"Stool; size: S, color: blue, finish: bare",livingroom,26
prod0686,"Desk; size: L, color: red, finish: wood",livingroom,11
prod0687,"L-shaped sofa; size: XL, color: silver, finish: resin",bedroom,23
prod0688,"Book shelf; size: S, color: green, finish: chrome",kitchen,26
prod0689,"TV stand; size: S, color: red, finish: varnish",bedroom,20
prod0690,"Sofa; size: M, color: bronze, finish: diamonds",bedroom,27
prod0691,"Desk; size: XL, color: green, finish: varnish",kitchen,29
prod0692,"Stool; size: XL, color: brown, finish: wood",bedroom,12
prod0693,"Coffee table; size: L, color: green, finish: lacquer",livingroom,28
prod0694,"Dresser; size: XL, color: white, finish: gold",kitchen,24
prod0695,"Stool; size: M, color: silver, finish: varnish",livingroom,29
prod0696,"End table; size: S, color: black, finish: wood",bedroom,15
prod0697,"Stand; size: XL, color: bronze, finish: platinum",livingroom,4
prod0698,"Bed frame; size: L, color: gold, finish: oil",kitchen,28
prod0699,"TV stand; size: M, color: brown, finish: paint",livingroom,21
prod0700,"Coffee table; size: XL, color: black, finish: paint",livingroom,14
prod0701,"Dresser; size: XL, color: purple, finish: platinum",livingroom,26
prod0702,"Bar stool; size: L, color: bronze, finish: chrome",livingroom,1
prod0703,"End table; size: XL, color: brown, finish: silver",livingroom,13
prod0704,"Bar stool; size: XL, color: green, finish: silver",bedroom,17
prod0705,"End table; size: L, color: bronze, finish: platinum",bedroom,1
prod0706,"Coffee table; size: S, color: blue, finish: paint",kitchen,9
prod0707,"Bed frame; size: XL, color: blue, finish: bare",bedroom,28
prod0708,"End table; size: S, color: green, finish: chrome",kitchen,16
prod0709,"Dining table; size: M, color: bronze, finish: diamonds",kitchen,12
prod0710,"Desk; size: XL, color: silver, finish: wood",livingroom,12
prod0711,"Bar stool; size: S, color: red, finish: wood",bedroom,18
prod0712,"Coffee table; size: L, color: purple, finish: lacquer",livingroom,2
prod0713,"Coffee table; size: M, color: brown, finish: diamonds",kitchen,0
prod0714,"Dresser; size: L, color: gold, finish: wood",kitchen,11
prod0715,"TV stand; size: L, color: gold, finish: wood",bedroom,1
prod0716,"Dresser; size: XL, color: gold, finish: gold",kitchen,15
prod0717,"End table; size: XL, color: red, finish: lacquer",livingroom,5
prod0718,"Sofa; size: XL, color: gold, finish: silver",bedroom,15
prod0719,"Coffee table; size: S, color: brown, finish: chrome",livingroom,26
prod0720,"Desk; size: XL, color: blue, finish: lacquer",livingroom,17
prod0721,"Stool; size: XL, color: white, finish: chrome",kitchen,24
prod0722,"L-shaped sofa; size: S, color: blue, finish: bare",bedroom,21
prod0723,"Desk; size: L, color: silver, finish: chrome",livingroom,3
prod0724,"Bar stool; size: S, color: green, finish: chrome",livingroom,18
prod0725,"Stool; size: XL, color: bronze, finish: gold",kitchen,20
prod0726,"Stand; size: M, color: red, finish: chrome",livingroom,8
prod0727,"L-shaped sofa; size: S, color: bronze, finish: silver",kitchen,19
prod0728,"Coffee table; size: XL, color: brown, finish: paint",kitchen,17
prod0729,"Bed frame; size: XL, color: bronze, finish: paint",livingroom,11
prod0730,"Bed frame; size: L, color: green, finish: varnish",livingroom,29
prod0731,"Book shelf; size: L, color: gold, finish: chrome",bedroom,21
prod0732,"TV stand; size: M, color: black, finish: wood",livingroom,22
prod0733,"Bar stool; size: L, color: brown, finish: gold",bedroom,17
prod0734,"Book shelf; size: M, color: bronze, finish: wood",bedroom,29
prod0735,"End table; size: S, color: blue, finish: oil",bedroom,14
prod0736,"Desk; size: L, color: blue, finish: silver",livingroom,5
prod0737,"End table; size: M, color: black, finish: wood",bedroom,15
prod0738,"TV stand; size: XL, color: gold, finish: platinum",livingroom,1
prod0739,"Bed frame; size: L, color: blue, finish: platinum",livingroom,29
prod0740,"Stand; size: M, color: white, finish: lacquer",kitchen,19
prod0741,"Dining table; size: M, color: black, finish: gold",bedroom,21
prod0742,"L-shaped sofa; size: XL, color: silver, finish: silver",bedroom,3
prod0743,"Dresser; size: S, color: silver, finish: lacquer",bedroom,12
prod0744,"Stand; size: XL, color: bronze, finish: oil",kitchen,19
prod0745,"Dresser; size: M, color: brown, finish: lacquer",kitchen,13
prod0746,"Stand; size: L, color: blue, finish: oil",bedroom,4
prod0747,"Sofa; size: L, color: gold, finish: lacquer",livingroom,15
prod0748,"Stand; size: XL, color: purple, finish: paint",kitchen,6
prod0749,"Sofa; size: L, color: brown, finish: platinum",livingroom,25
prod0750,"Desk; size: L, color: gold, finish: paint",livingroom,11
prod0751,"L-shaped sofa; size: M, color: red, finish: varnish",kitchen,16
prod0752,"Desk; size: M, color: gold, finish: paint",livingroom,1
prod0753,"End table; size: XL, color: gold, finish: varnish",livingroom,18
prod0754,"Coffee table; size: XL, color: black, finish: varnish",bedroom,21
prod0755,"Dresser; size: XL, color: bronze, finish: platinum",livingroom,2
prod0756,"Dresser; size: S, color: red, finish: diamonds",kitchen,22
prod0757,"L-shaped sofa; size: L, color: silver, finish: silver",livingroom,6
prod0758,"Bar stool; size: L, color: silver, finish: lacquer",kitchen,16
prod0759,"Desk; size: M, color: red, finish: paint",bedroom,7
prod0760,"Book shelf; size: L, color: black, finish: silver",livingroom,24
prod0761,"L-shaped sofa; size: M, color: black, finish: diamonds",kitchen,3
prod0762,"L-shaped sofa; size: XL, color: gold, finish: lacquer",bedroom,16
prod0763,"TV stand; size: XL, color: white, finish: diamonds",bedroom,6
prod0764,"Desk; size: M, color: white, finish: lacquer",bedroom,25
prod0765,"Dining table; size: M, color: purple, finish: resin",bedroom,2
prod0766,"Dresser; size: XL, color: blue, finish: lacquer",kitchen,24
prod0767,"Dresser; size: L, color: red, finish: bare",livingroom,29
prod0768,"End table; size: L, color: green, finish: wood",livingroom,25
prod0769,"L-shaped sofa; size: S, color: green, finish: gold",livingroom,28
prod0770,"Stool; size: M, color: purple, finish: wood",kitchen,26
prod0771,"Book shelf; size: XL, color: blue, finish: paint",kitchen,0
prod0772,"TV stand; size: XL, color: purple, finish: varnish",bedroom,5
prod0773,"Stand; size: M, color: bronze, finish: bare",bedroom,0
prod0774,"Book shelf; size: M, color: red, finish: resin",kitchen,26
prod0775,"TV stand; size: M, color: silver, finish: silver",bedroom,26
prod0776,"TV stand; size: XL, color: purple, finish: gold",kitchen,23
prod0777,"End table; size: L, color: silver, finish: chrome",bedroom,24
prod0778,"Desk; size: XL, color: blue, finish: oil",bedroom,16
prod0779,"End table; size: L, color: bronze, finish: gold",bedroom,27
prod0780,"Dresser; size: S, color: white, finish: silver",livingroom,12
prod0781,"End table; size: S, color: white, finish: chrome",bedroom,21
prod0782,"TV stand; size: S, color: gold, finish: paint",kitchen,5
prod0783,"Dining table; size: M, color: green, finish: platinum",bedroom,19
prod0784,"Stool; size: S, color: black, finish: chrome",livingroom,11
prod0785,"Sofa; size: XL, color: green, finish: resin",bedroom,15
prod0786,"TV stand; size: L, color: red, finish: diamonds",bedroom,25
prod0787,"Dresser; size: S, color: green, finish: gold",livingroom,10
prod0788,"Desk; size: L, color: brown, finish: gold",bedroom,15
prod0789,"L-shaped sofa; size: L, color: white, finish: platinum",bedroom,28
prod0790,"Book shelf; size: L, color: gold, finish: chrome",kitchen,23
prod0791,"Dining table; size: L, color: red, finish: wood",bedroom,29
prod0792,"Dining table; size: S, color: gold, finish: chrome",livingroom,1
prod0793,"Desk; size: XL, color: blue, finish: bare",livingroom,3
prod0794,"Stand; size: XL, color: bronze, finish: varnish",livingroom,0
prod0795,"Dresser; size: L, color: gold, finish: bare",bedroom,23
prod0796,"Dining table; size: S, color: white, finish: wood",bedroom,18
prod0797,"Sofa; size: M, color: purple, finish: oil",livingroom,7
prod0798,"Bed frame; size: S, color: gold, finish: wood",kitchen,27
prod0799,"Bar stool; size: L, color: gold, finish: lacquer",livingroom,17
prod0800,"Dresser; size: L, color: white, finish: lacquer",bedroom,6
prod0801,"Stand; size: S, color: white, finish: platinum",livingroom,1
prod0802,"Stool; size: L, color: bronze, finish: gold",livingroom,9
prod0803,"Desk; size: L, color: red, finish: silver",bedroom,21
prod0804,"Dresser; size: L, color: purple, finish: platinum",livingroom,29
prod0805,"Stand; size: S, color: black, finish: silver",kitchen,3
prod0806,"TV stand; size: M, color: blue, finish: paint",livingroom,26
prod0807,"Book shelf; size: M, color: blue, finish: oil",livingroom,28
prod0808,"Stool; size: S, color: black, finish: varnish",kitchen,20
prod0809,"L-shaped sofa; size: XL, color: purple, finish: lacquer",bedroom,20
prod0810,"TV stand; size: XL, color: gold, finish: silver",kitchen,23
prod0811,"Book shelf; size: XL, color: black, finish: gold",kitchen,19
prod0812,"Sofa; size: M, color: gold, finish: bare",kitchen,21
prod0813,"Dining table; size: XL, color: bronze, finish: varnish",kitchen,5
prod0814,"Book shelf; size: S, color: bronze, finish: wood",livingroom,1
prod0815,"TV stand; size: XL, color: silver, finish: bare",bedroom,16
prod0816,"Sofa; size: M, color: silver, finish: silver",kitchen,14
prod0817,"Sofa; size: M, color: red, finish: gold",bedroom,19
prod0818,"Book shelf; size: S, color: silver, finish: resin",bedroom,27
prod0819,"Dresser; size: XL, color: white, finish: wood",livingroom,19
prod0820,"Stool; size: M, color: blue, finish: resin",livingroom,23
prod0821,"Bar stool; size: XL, color: blue, finish: bare",kitchen,18
prod0822,"TV stand; size: L, color: white, finish: lacquer",kitchen,27
prod0823,"Book shelf; size: L, color: white, finish: oil",livingroom,19
prod0824,"Sofa; size: M, color: red, finish: lacquer",livingroom,15
prod0825,"Dining table; size: S, color: red, finish: paint",bedroom,7
prod0826,"Bed frame; size: M, color: purple, finish: lacquer",kitchen,15
prod0827,"Desk; size: XL, color: silver, finish: diamonds",bedroom,26
prod0828,"Desk; size: S, color: blue, finish: wood",kitchen,25
prod0829,"L-shaped sofa; size: L, color: silver, finish: diamonds",kitchen,29
